registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
icr.io,cpopen/iaf-flink-operator,1.2.0-ppc64le,sha256:f0491d42f9d490f02603a0037023bc401e6f1a80a756eb3fdcc3d4ca4151412b,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.2.1-amd64,sha256:95bada3d0a73aae6c1ef5ccc257fb0ce5f714bae0a43eba81570dd21168e604e,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.2.1-s390x,sha256:3a6221118a2410b2d01a33f49acb94991c141c3142da875cb5d1805512e85d5a,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.2.1-ppc64le,sha256:36a128523b35d4737528eb784fb2471a0b77c5084552dca1183f717becead4b3,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.0-amd64,sha256:7f02679a1c627b69e880e06d4cc10a9b3d4dd7a1406106b60ecb39d654dbac39,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.0-s390x,sha256:d695ceff0b4e9f834565a8f34fdb4d6f2dddd643a5d2f69e49835bd78ec9256b,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.0-ppc64le,sha256:8c27e30795ef64e42aced6c9b3c9327d3a088400b56a96db30ed3efa471b9f03,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.1-amd64,sha256:d5ffa3b0883b75d1b2c660d07d7b65248122aa55dbc341c558afde67a7400a08,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.1-s390x,sha256:2d5c304d775a75a9d5f4bd52a88db63cbf5f6547f1f274f30a9ee814d84cd1c9,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.1-ppc64le,sha256:cdc79709e015231e4613cc901cb81c49a4acecd0ecc903ad9502c886aa8c0424,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.2-amd64,sha256:fdbc09670a23d0ab1ede03cad2e2122dcb628da4e32e1200c671e3864f449acd,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.2-s390x,sha256:b5a5ba538db22f0f42a49aa961d2df88ceedb14f565fd683373e5e9684553dcd,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.2-ppc64le,sha256:89ae4298498b141cea1006494b7bbe7f2baee01ac94ac8aaefa99dacdbc4a905,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.3-amd64,sha256:3a568136e025a7a79ad7e60c827aa72609e0c1ee7c3ad83a54cb63fa5acdd538,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.3-s390x,sha256:540ffbe7cc5dbd5ca5607da6df739e009e0c66282280b09bd00b2bde6e3899e9,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.3-ppc64le,sha256:6bf498a05cac38adbc766d421da0b18ab83c988b9e601e409113ee8ce1b298aa,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.4-amd64,sha256:a4bc6d19b4f9aa69daffba3748fca83e7ec8b3ab895f06dd695d6421550070f6,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.4-s390x,sha256:6c185981fb4367a8e32429a116be493884c8e34ab4adbeee76eb6aa20119c537,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.4-ppc64le,sha256:d1411a0997b01c03cdeb910db3428ade4ad7f9d6300f5fef132cd35d5e4f6ce0,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.5-amd64,sha256:f774104831f72126efac865446c8f7231d4c844f8df234b60f9c0bd46d11adab,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.5-s390x,sha256:8eae32cb8b22eae85d47e437a0bae98cc7e4458ae5026909a2af8c6f9a61a927,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.5-ppc64le,sha256:2102fa9d8dfec435d4c6e8f444b07dca0ad7b43a73deaac24652dfdea483d2e1,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.6-amd64,sha256:3d94167a7fe8877719f19f0002d12d8628d270bf2e9e34c7404abcceebb07fe1,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.6-s390x,sha256:074c58320ce22e57618286ee425384299594a9350de2ad351dd05925a538940b,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-flink-operator,1.3.6-ppc64le,sha256:a83666e608f0f522e00f3e8fa1a43957c86cbd74b33cab4c46d3b7271242790e,IMAGE,linux,ppc64le,"",0,CASE,"",""
docker.io,ibmcom/iaf-ai-operator-bundle,1.0.0,sha256:e5354f8905c33a7a952c77e6de75431d94021f4131c84940548f1a2097a7e6c1,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-ai-operator-bundle,1.0.1,sha256:c24f304bf9d6e2edb0cf362138b5dba763507850ac05c88816ad1da4671a7b5b,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-ai-operator-bundle,1.0.2,sha256:c3417ad776dbafc4aca72e2ebcbc95fe9e0b4a7431144c3bf0dc4645c8063c2e,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-ai-operator-bundle,1.1.0,sha256:b6b05516f2ec67fe63f095a490ef428ebebc97e1b5810d8ee8fc400f0d694430,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-ai-operator,1.0.0,sha256:8aa3f1e43fa2465c4ecfe26d9240830342905a0540c92d7f2e2825a7e69d6b18,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/iaf-ai-operator,1.0.1,sha256:24bd0cd741b7a1d0f6ab0f57ba80869aab5c5dbc83be5ae38e22de2c3917b461,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/iaf-ai-operator,1.0.2,sha256:a65a954ef09a234e55da86f7d20d274d8c2c9ac0afa775c63e3841a4b7aeee26,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-ai-operator,1.1.0,sha256:5685432df9c5739e68cbd389efd65ddbf192643a796c668dc0dec5700505f66c,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/iaf-base-operator-bundle,1.0.0,sha256:6cfd5f13a421049fa36b08c6f0ba204eff30cf0378604317d834a66f2ae0d4f4,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-base-operator-bundle,1.0.1,sha256:2f92518bb613d21a9ee657fe3a0f817965c765b6733b327b63d1b57f57471e19,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-base-operator-bundle,1.0.2,sha256:aa0f3a319ea674e8b12c7e944f23037cc7df19fd0e5d973a7fcdff3a6a52b6de,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.1.0,sha256:7d5efba9fdb14d4977a16617adc1cc68219188e3bf33ea78adebc76aba1741d4,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.2.0,sha256:7d582a97331c6167cdb6b83cd26c08d69edbfed003420cf30b40a88cf599ed48,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.2.1,sha256:3dc45da314e0f207513e01dd93634a01541178613d1142e563e8111ad484555c,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.0,sha256:a39838b9625df4d94e243517f690f4d5e4724716a5b8183c266c998246058b9d,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.1,sha256:40e640a00b06ce8c92425f5a8e8f51b767f5db2ab1705fe6c7f958b5a456c18f,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.2,sha256:e43ff9d09d198f5010f9d5c8fe4fdf1816cbf6e6e65d874c2a2d94d26349b282,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.3,sha256:ce136bf3a5b36d1abc4ec14dc8e495b2862f2301013942ad37c6579af2b21848,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.4,sha256:b0017021e3c50598928082834359e2772093bb629e5e5e6ab9eb245b6d28d98c,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.5,sha256:ba50b6443f473ae22560b09429bd29d3e5ba1b42fd1274d936d5b79f0dda34e7,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.6,sha256:ec04afdb5fb484fc93c7b3baeb01672340878a31fd086e2e2ef44ef7c84a5379,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/iaf-base-operator-bundle,1.3.7,sha256:70d9ca5500bb9d95ee4900bded18e2df4c3c2ee77b5c4d6805d554e2c5a7008a,LIST,"","","",0,CASE,olm-bundle,""
docker.io,ibmcom/iaf-base-operator,1.0.0,sha256:56a8d7fe795679ccdf3550e3d6836bbb0b426617fd8b15ffb5acfa4664ebc5e7,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/iaf-base-operator,1.0.1,sha256:bba1acaa60de7f19ad45f1fc06da6549373870d9cda5cf295bc89f6646b7ac3e,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/iaf-base-operator,1.0.2,sha256:bd25f859e662971104ba60a82bb64aa6634579f13b366124c19e812e92e793d7,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.1.0,sha256:69a4de555e40eafa95590c8543cd60998296213d99b60ff07c43d20ade7a6a0b,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.0-amd64,sha256:2dfab5bad71ba401367e9ee5129dbcfbf44eaae04aeff2032d8fad15bcf3b187,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.0-s390x,sha256:2efedc01e60e9e863a395acf1d82ea0e6bcc610705588b4ad4ab2264d01fa963,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.0-ppc64le,sha256:758b5d695fc9d936733b8e182cea50b5461dfad4cbd2ccdcc92cd79937f1bab6,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.1-amd64,sha256:3c8d70b09220f4bafd3154f27ed890c948effae5b1a5ade95a7cfa8188dc2c13,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.1-s390x,sha256:b249069bac52cabb5e85b9e95e840494815b9379f78aff7984c82cb57cebdab8,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.2.1-ppc64le,sha256:32397b499d97ea7cf4ce5bcfb12ddb4adf51a4fcec6ede595b3b8be6f1db239c,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.0-amd64,sha256:71f00a8f98f970e8c116b23e8e019ca9124ecbd72ef3c79d204ec9387ec00405,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.0-s390x,sha256:3a07b829f4781cc00f84b9036cd8690dc6dfbcebb8bc94ff17f78a7e9930c81b,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.0-ppc64le,sha256:ec367cc7f919742b13c38f9bd16304dac648d87b984a9d6b73e1fd4b120a83ba,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.1-amd64,sha256:ada5f5427378e66d0802caa9f26a266c05e1f9d7de1f052b33809718eb9351a3,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.1-s390x,sha256:018f91d9b3efb2dce137ce7d63a088e60c89e3aa488e4029f1f222a8ddf123d0,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.1-ppc64le,sha256:1d438f97a17423550c53a147969f3f7989465742982df04f481f3df166cb8f39,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.2-amd64,sha256:275b1db8d3db20f5040bdce177c2bbd475f7538212f6590aae0559b4670ef07d,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.2-s390x,sha256:0155783514957fe0beeb2b006933575b7cac3e02b9117f44d20200ad8e06a031,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.2-ppc64le,sha256:fb116ba4dcf4f3fdc104921794425fb418fb8203bdba2c8c0b8614b9c22efd31,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.3-amd64,sha256:30e2eaa7c68e425d7130eb6c64d50a0ef80318cc4c4b924153c034a1040c6d60,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.3-s390x,sha256:0ea89c335d21d7b2406d1cc5a4a81eb7267de62f312dd7d6504e0a94b2abc4c2,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.3-ppc64le,sha256:20a3fdbddafea9df6deb7fde744c02ca4fdd2e07e00bdb0f1f0873cb11538ee1,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.4-amd64,sha256:0b293d898535cd2369649c9a5766b52769b1133f39a3aa1cc4b7e8c4b89a587b,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.4-s390x,sha256:8db8bba3c879b030db5e16867e93672eb59bf8158b46b59ef748189b90185d18,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.4-ppc64le,sha256:948375f450d2f38ed7ca13e0e62c2835eb4c4dceed5eb10a771727e823fd1cdf,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.5-amd64,sha256:0abc1032ec4e187071b8da69191f91de72e5e304e103b59e8fc7da23ef119870,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.5-s390x,sha256:82d5eb0465ce4a154b55a7c706006967c7ba0051e4c669c9462f929d1b54e9bc,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.5-ppc64le,sha256:bc1f9c395c72069797673b3bb28d861f6d5bd837cbc84e6ec0a7ca9003e06bb9,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.6-amd64,sha256:897c10c3a7f1234bcaa3afea86aed304126592a1962959ad74b8380d7cc2a721,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.6-s390x,sha256:01c5cc82c130a1c191b49674fe802d4ae8a603dca0e1f767becd104b2b8bea41,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.6-ppc64le,sha256:721c93d7f5f1d8e9e3e1267772f4bbebcd2c17ed4e93fe68caf04c831319980b,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.7-amd64,sha256:0d86c1458fa4f058bca8840eaac1f412157973414db761ce46cee3ee33d19d5a,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.7-s390x,sha256:5cfac17fa4e10123ff1f3de9b27ee5cfb2f2ff836f313139a076478b03202a4c,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/iaf-base-operator,1.3.7-ppc64le,sha256:5f6fedcf8f409b8a31b421d0fe0bd9e68f260a58ecdc328005f0c5bb16d3276b,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,1.0.0,sha256:2975026b5ac4015d2efc2f22041408d885cde20ff9975f573d1397d62d465c84,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,2.0.0,sha256:6e8a6954b5ae6778b9ca7062108e2889692ce6954bbf4395b5c9f6ea644aa4b3,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.0-amd64,sha256:42e3302c80fda640808cabcfe2783ab8bcd96f32ba31d4a256d517b673721de8,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.0-s390x,sha256:f0b8ca978d083e58c3a87697ce59cad2623452f60e12a8432bf05663682a5c2d,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.0-ppc64le,sha256:b81437c7a1aa61aa5f7cf3eae33ab63fd1fa90acc2355f46a2f111f893ba56a7,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.1-amd64,sha256:6230c5d65379ed2bbecc32a523e2e18e66a034be578d5207d0279133aea54b2b,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.1-s390x,sha256:bf70c4ab10991ff4a495480f96daf86409f35e5b948fd92bc19229bb5de55fc5,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,3.0.1-ppc64le,sha256:91fb6a32e42311955fa7f8ff2258b88542873f21f87bd8cd041ba79bf9548140,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.0-amd64,sha256:ba03c018b762c5c268b5e94c078b9448a24a82162b30f1de09f1ebaba45a5a87,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.0-s390x,sha256:a415bfd9c296a3966cb86cc05a5913a07c7b97f705efcc4107bde978c28f3767,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.0-ppc64le,sha256:7de2461b8b9781a3da4a0177c05010b833b805ac7e625bb27f56c08696f204f2,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.1-amd64,sha256:1de2a6d2c9c494e4e71a4bd923c92fbe4e2047ec8dbcc346e0cc5615b21f1505,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.1-s390x,sha256:e00a368288804fec8056d4fbcc70548674ee42a7b51af791eddd0b59ec661f1a,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.1-ppc64le,sha256:6fc9ec6494f4193fd1b5c120a06c25d7a005d5d95e6cdfb434f082a3d7e9ef1f,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.2-amd64,sha256:5110a5c515a59fa18ed25694b8a430137de86759e1b584ce78bbd5c8a782dec3,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.2-s390x,sha256:dbc59e82fa32da102070d533764836e9ab989d9c068ec85825eb7c7c15f079df,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.2-ppc64le,sha256:1d6987ffc6c9c1d39c3679c6335dc7e9db20bad9d9db393d8827b8fb1aac3459,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.3-amd64,sha256:95d19886ee54ef3e13245d7d930d5583d5bc19fb15461944f949237892cb59d9,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.3-s390x,sha256:caf0c99f0fc0f420623e1555ccdc87ba83aed58bdef66ac6fa5cfd52fb594bbf,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.3-ppc64le,sha256:46e5a70c3a421dfef1c1303f4dcf0383d754e4bb5154e6ebf9c7021875c082a0,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.4-amd64,sha256:1a80a956635358d2796ba3787a6b7766133d940f7e4830fc7848f1f802d2ddd5,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.4-s390x,sha256:a0a37f9e7f4721f511cd921147261305cc7d1b1bb18dcaaf768dae9cab7e9190,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.4-ppc64le,sha256:16de6e03145e1e911af8e74a6670a43200cbf4dc0dfd56cd8855c6b0ac808f01,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.5-amd64,sha256:12e505ab6c11669ffbe55a235dc97b31a5a6d268ce52c9f9518def3e57c60d07,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.5-s390x,sha256:282a98c05aa0f17f758d24d02a8691908e3ac6380fecfaf1517842b5a58aa9fa,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.5-ppc64le,sha256:d6ea9608827eafaae430ce585e924fc931ea953a0b457bc79693d62b166b72c9,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.6-amd64,sha256:c3b2344dd7037b170cba5175a4d1c7f087edffcc2ac25dce619691c1bf19e879,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.6-s390x,sha256:d1cd4607a117d1a0ebec0889e04e99b5e53ae78ec2888461133ad175d96981b9,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.6-ppc64le,sha256:217e21e4ceeca4168936d2d3049b1ccab2dbda5164d319e76fb1825e35a2b820,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.7-amd64,sha256:5e2c71ce1a3ba0f86ecf20880730415928bee051f40bb79e3a3e4b5649987731,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.7-s390x,sha256:d76ca307cb201ad8ab5a83118fea4fbcccb536bcaab436f85160844de88a21a6,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-eventprocessing-proxy,4.0.7-ppc64le,sha256:ef35e16868a0161001d6f914f9e56ce200654c8f1e4d3485f3770aef3fea0425,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.0.0,sha256:8f65ca76506097af2f3b452095f985ae169c382415c06828a6739879c4287db9,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.1.0,sha256:964b30f405451fee2b35d2384544b409367aae5edb4716bafcced110eec22b4d,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.0-amd64,sha256:27895d3dcd6f388ed0b93ffb5949fa6601fc65a20f668eeac22b77f7f2cc52f0,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.0-s390x,sha256:f8233942bc0245763aac94f66bf5bc2504ec9a2fe628a62e584ff47c7c710d6a,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.0-ppc64le,sha256:cfae23a25473763fd56c226fee72d00cc42bee031e24af5ade500053506a0303,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.1-amd64,sha256:a258a1bace2a71e77c7ce7070438bc87e73b54513af1ff81dff66daff1d91ac3,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.1-s390x,sha256:00baa45ff1dc868900ff36f66092f6b430c8954a5803b586860b6dc8a32b18fb,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,1.2.1-ppc64le,sha256:450e6dc8b0b383e05a907f04be313919f9cef8685acaa827169ae5cd63259847,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.0-amd64,sha256:42ddf612af5483f6fe729c4640d29b76e354350ee5c37bfbe9a56458d4d50c7e,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.0-s390x,sha256:8dd26440b4e59b1a6e1e95eeaa4465a1ca1de10f8838c2fe8dde0afb7a4dd8e2,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.0-ppc64le,sha256:1d086f1c0cf5f81118db96c4ecd9e4f6b542b816514cd65d4c741af14eb9dd5e,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.1-amd64,sha256:61b2e61cae172e910f61b28ebfbc45f4800c0206a0c348f8140820bad909e12a,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.1-s390x,sha256:238492b6f14cab9c28e03a4908158914f440ea82d7943bf85490b8246fd8475f,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.1-ppc64le,sha256:971c67f9dac08dea516a290642a37a8e597c8c457b336bc73e6c3b1731062608,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.2-amd64,sha256:86d818e99a99f8d33c591c817e591f6e0f73244d0e410890d1e9987d5fab076d,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.2-s390x,sha256:ecc03768688ce076eb7f3d6224bc9dc2cf85eb648ff47b43e0fbf03c676684a5,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.2-ppc64le,sha256:93f78c95eba62c5c983078060cd908c70fa9c888b262c970bd6debf4983e436d,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.3-amd64,sha256:c31fb1a751b495336e7f5a372c36e958a20e0a82c42ad9d6261760c5ee77c363,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.3-s390x,sha256:e86efc91c23a5cc96e7b2a19ee2139d1eb319df4f61e3898fc92478e6589792a,IMAGE,linux,s390x,"",0,CASE,"",""
cp.icr.io,cp/iaf-apicurio-registry,2.0.3-ppc64le,sha256:ab003394715aec5929811f7ede930048e05a1b3198d8f5a5b0be75fe7f531337,IMAGE,linux,ppc64le,"",0,CASE,"",""
